Wall time,Step,Value
1719855688.45163,1000,22.392086029052734
1719855970.7065856,5000,23.873994827270508
1719856188.515947,7000,24.371604919433594
1719856475.9862487,10000,25.104372024536133
1719857012.4287126,15000,26.064653396606445
1719857380.0950854,20000,27.2526798248291
1719857799.4926603,25000,27.509397506713867
1719858157.3676836,30000,27.59145164489746
