Wall time,Step,Value
1719855742.5940135,1000,22.55940055847168
1719856027.3425934,5000,24.405977249145508
1719856254.2788193,7000,24.943946838378906
1719856524.3998113,10000,25.841096878051758
1719857061.8876822,15000,27.699129104614258
1719857480.8637433,20000,29.59872055053711
1719857872.8120983,25000,30.230663299560547
1719858209.9299881,30000,30.531639099121094
