Wall time,Step,Value
1719845167.4551642,1000,0.6999638676643372
1719845662.86371,5000,0.72584468126297
1719845966.078243,7000,0.7362747192382812
1719846291.2330382,10000,0.750846266746521
1719847344.808588,15000,0.7741957306861877
1719848713.8643286,20000,0.7940596342086792
1719849646.4903848,25000,0.8047937750816345
1719850100.1965141,30000,0.8108806014060974
