Wall time,Step,Value
1719820007.5301983,1000,0.7091805338859558
1719820245.56757,5000,0.7444881200790405
1719820408.7790136,7000,0.7592759132385254
1719820611.108257,10000,0.7755396366119385
1719820905.8697548,15000,0.7983511686325073
1719821216.9394727,20000,0.8238161206245422
1719821499.0885398,25000,0.8338082432746887
1719821856.4245934,30000,0.8392239212989807
