Wall time,Step,Value
1719814317.5284507,1000,21.619720458984375
1719814523.587855,5000,22.173702239990234
1719814676.1153345,7000,22.997777938842773
1719814878.579823,10000,23.566991806030273
1719815161.264671,15000,24.45485496520996
1719815463.487217,20000,26.161643981933594
1719815769.6027458,25000,26.73299789428711
1719816077.2437265,30000,27.053030014038086
