Wall time,Step,Value
1719822075.1627333,1000,22.205638885498047
1719822325.2724574,5000,23.59130859375
1719822502.7064853,7000,24.19917106628418
1719822750.6258485,10000,24.90850067138672
1719823055.094276,15000,25.915836334228516
1719823403.631423,20000,27.82375717163086
1719823723.788084,25000,28.45393180847168
1719824026.377338,30000,28.805973052978516
