Wall time,Step,Value
1719845167.4551222,1000,21.170217514038086
1719845662.8636534,5000,22.185394287109375
1719845966.0781803,7000,22.72374153137207
1719846291.233003,10000,23.374425888061523
1719847344.808545,15000,24.49840545654297
1719848713.864273,20000,25.585336685180664
1719849646.4903445,25000,26.218017578125
1719850100.1964726,30000,26.58231544494629
