Wall time,Step,Value
1719822075.1627777,1000,0.7143932580947876
1719822325.2725163,5000,0.7555801868438721
1719822502.70657,7000,0.7666032314300537
1719822750.6259003,10000,0.7800318598747253
1719823055.0943232,15000,0.801214337348938
1719823403.6314719,20000,0.8280973434448242
1719823723.7881296,25000,0.837797999382019
1719824026.3773887,30000,0.8434000611305237
