Wall time,Step,Value
1719814317.5282981,1000,0.0442395880818367
1719814523.587705,5000,0.042807258665561676
1719814676.1151881,7000,0.03726637363433838
1719814878.5796719,10000,0.03455090895295143
1719815161.2645211,15000,0.03190481290221214
1719815463.487049,20000,0.02473745122551918
1719815769.6025856,25000,0.023021964356303215
1719816077.2435594,30000,0.021905280649662018
