Wall time,Step,Value
1719845167.454971,1000,0.05204309523105621
1719845662.8633857,5000,0.04246113821864128
1719845966.066053,7000,0.03900210186839104
1719846291.2329323,10000,0.03643249720335007
1719847344.8083994,15000,0.032279618084430695
1719848713.8640087,20000,0.027918951585888863
1719849646.4901993,25000,0.02604680508375168
1719850100.1963189,30000,0.025081509724259377
