Wall time,Step,Value
1720282065.8112965,1000,19.237079620361328
1720283798.42804,5000,20.357566833496094
1720284348.8645396,7000,21.165590286254883
1720285153.7335203,10000,22.194801330566406
1720286111.4614232,15000,23.046091079711914
1720286954.77062,20000,24.1678466796875
1720287845.6796997,25000,24.891414642333984
1720288580.661487,30000,25.285316467285156
