Wall time,Step,Value
1720260678.8910239,1000,21.670602798461914
1720261130.0301566,5000,23.31722068786621
1720261393.2845051,7000,23.878807067871094
1720261767.845097,10000,24.490764617919922
1720262419.85942,15000,25.678203582763672
1720263061.7407913,20000,27.020784378051758
1720263675.6668043,25000,27.499601364135742
1720264273.2719288,30000,27.752281188964844
