Wall time,Step,Value
1719835264.4544725,1000,20.92365074157715
1719836240.329649,5000,22.520442962646484
1719836722.2736309,7000,23.6323184967041
1719837208.182053,10000,24.738319396972656
1719837870.968048,15000,26.203689575195312
1719838922.006582,20000,27.832603454589844
1719839684.2129908,25000,28.46341896057129
1719840490.0076272,30000,28.7103271484375
