Wall time,Step,Value
0, 0, 40404.0
1719845746.0733922,1000,101170.0
1719846104.026147,5000,303443.0
1719846370.0628648,7000,366093.0
1719846958.743771,10000,476362.0
1719848715.6942754,15000,743792.0
1719849666.6952696,20000,743792.0
1719850121.8511038,25000,743792.0
1719850459.5416546,30000,743792.0
