Wall time,Step,Value
1719845669.1331959,1000,22.114595413208008
1719846052.3909585,5000,23.659461975097656
1719846321.7718387,7000,24.181596755981445
1719846879.0181253,10000,24.855228424072266
1719848662.4088638,15000,25.691801071166992
1719849608.6636508,20000,27.394367218017578
1719850072.7487047,25000,28.021564483642578
1719850411.199914,30000,28.375425338745117
